Price,Close,High,Low,Open,Volume,10Y_Yield,SOXX_Close,VIX
2010-03-09,40.80851364135742,41.03527459120593,40.4683705530655,40.49453438230694,98002800,3.71,13.473990440368652,17.920000076293945
2010-03-10,41.13995361328125,41.235892137406,40.817254026985225,40.83469769746608,102578900,3.73,13.73713207244873,18.56999969482422
2010-03-11,41.29692459106445,41.29692459106445,40.97422515112317,41.043999801401526,67510300,3.73,13.649425506591797,18.059999465942383
2010-03-12,41.30565643310547,41.45392260435162,41.07889210091368,41.42775876872915,64068300,3.71,13.623957633972168,17.579999923706055
2010-03-15,41.200992584228516,41.3230949045028,40.91317712040597,41.21843292109167,60150500,3.71,13.476824760437012,18.0
2010-03-16,41.462646484375,41.52369765275146,41.19227464796559,41.331820650974514,74950600,3.66,13.85031795501709,17.690000534057617
2010-03-17,41.57603073120117,41.77663125571263,41.45392837856956,41.523703052667386,75643500,3.65,14.073843002319336,16.90999984741211
2010-03-18,41.715553283691406,41.75916076347178,41.514952888034266,41.610891339773566,77829400,3.68,13.943689346313477,16.6200008392334
2010-03-19,41.463233947753906,41.86485637313046,41.314806241495255,41.83866128932648,86337100,3.7,13.751285552978516,16.969999313354492
2010-03-22,41.83866500854492,42.004555008556515,41.25369359748574,41.29734763358741,71902800,3.67,14.02291488647461,16.8700008392334
2010-03-23,42.126792907714844,42.170446949273256,41.7077081136923,41.89978989325717,59182600,3.69,14.305862426757812,16.350000381469727
2010-03-24,41.92598342895508,42.05694555918067,41.8299425351023,42.05694555918067,62995700,3.84,13.969151496887207,17.549999237060547
2010-03-25,41.86486053466797,42.43236967113299,41.82120649810751,42.27521247504372,76294800,3.91,13.960663795471191,18.399999618530273
2010-03-26,41.90849685668945,42.19661937126148,41.68149396417448,42.039462241601846,78067900,3.86,13.906903266906738,17.770000457763672
2010-03-29,42.10932922363281,42.2577569566998,41.995826054886265,42.118062030007806,57993300,3.88,13.997451782226562,17.59000015258789
2010-03-30,42.24901580810547,42.3887107072142,41.960896535826436,42.24028633404391,49437300,3.88,14.0823335647583,17.1299991607666
2010-03-31,42.0482177734375,42.30141589821376,41.96963915990659,42.118066910171706,59947400,3.84,13.983301162719727,17.59000015258789
2010-04-01,42.0482177734375,42.51968945462293,41.72517384251718,42.22283728468286,83728600,3.89,13.977642059326172,17.469999313354492
2010-04-05,42.44110107421875,42.537141949831536,42.030745816814786,42.14424897259258,56220300,4.01,14.379426956176758,17.020000457763672
2010-04-06,42.56333923339844,42.69430468635252,42.249024810780504,42.34506569886819,54097100,3.98,14.28888988494873,16.229999542236328
2010-04-07,42.45857620239258,42.66811696660102,42.23156982214464,42.50223025072014,77211500,3.89,14.342645645141602,16.6200008392334
2010-04-08,42.55460739135742,42.62445318661683,42.1180603465698,42.33633386896361,68314300,3.91,14.14741325378418,16.479999542236328
2010-04-09,42.80780029296875,42.82526257367508,42.45856467061057,42.563335024259075,54227300,3.9,14.303033828735352,16.139999389648438
2010-04-12,42.84272766113281,42.95623082786515,42.729224494400476,42.82526537928247,44280600,3.87,14.424697875976562,15.579999923706055
2010-04-13,43.061004638671875,43.08719639825116,42.65938211570295,42.799077051109094,59376000,3.84,14.560515403747559,16.200000762939453
2010-04-14,43.57612991333008,43.58485938957488,43.21816143667415,43.288010568992355,69004800,3.88,15.151871681213379,15.59000015258789
2010-04-15,43.76821517944336,43.820598702260455,43.541208811935256,43.541208811935256,72254200,3.86,15.216954231262207,15.890000343322754
2010-04-16,43.2443733215332,43.759499255050024,42.95625384310732,43.61107477568337,127388000,3.79,14.99625301361084,18.360000610351562
2010-04-19,43.21816635131836,43.35786130125052,42.69431112172033,43.08720087862369,98251700,3.83,14.863265037536621,17.34000015258789
2010-04-20,43.43642807006836,43.549931226736085,43.15703824641658,43.45389035037027,69543700,3.82,15.05850601196289,15.729999542236328
2010-04-21,43.68088150024414,43.820576374227585,43.41022455535727,43.73326832695862,74748700,3.77,14.863265037536621,16.31999969482422
2010-04-22,43.925357818603516,43.96901184998082,43.00860650673468,43.26180455154777,110477200,3.8,15.069829940795898,16.469999313354492
2010-04-23,44.10870361328125,44.15235764155541,43.73327297506351,43.9166218921683,77205200,3.84,15.07830810546875,16.6200008392334
2010-04-26,44.012664794921875,44.222208803185154,43.916623929909086,44.152359690234384,67361000,3.83,15.146221160888672,17.469999313354492
2010-04-27,43.078468322753906,44.0301411419643,42.96496514323613,43.838059350563455,112608000,3.71,14.656715393066406,22.809999465942383
2010-04-28,43.10466003417969,43.33166639295715,42.76415382660356,43.30547130196586,130082100,3.8,14.727461814880371,21.079999923706055
2010-04-29,43.85551834106445,43.942829753594616,43.3142009057368,43.34912547074886,84180200,3.76,14.914196968078613,18.440000534057617
2010-04-30,42.99114227294922,43.90789014151598,42.956217719905666,43.83804103542887,110897000,3.69,14.266252517700195,22.049999237060547
2010-05-03,43.59359359741211,43.80313433992101,43.15704649816351,43.17450878180426,74169700,3.72,14.563343048095703,20.190000534057617
2010-05-04,42.283939361572266,43.060992427576664,41.9783578178365,43.060992427576664,141136500,3.63,14.005941390991211,23.84000015258789
2010-05-05,42.06568145751953,42.345071352573825,41.594209760644056,41.838675086169,128560200,3.58,13.864462852478027,24.90999984741211
2010-05-06,40.65998458862305,42.187898986226074,37.22872513213028,41.777543767938475,274356800,3.41,13.360814094543457,32.79999923706055
2010-05-07,39.64719772338867,40.860797829575894,38.66060058782937,40.35440505021088,288200400,3.45,13.191047668457031,40.95000076293945
2010-05-10,41.70771408081055,41.73390584337487,41.306091512069244,41.4108618929169,136041600,3.57,13.878610610961914,28.84000015258789
2010-05-11,41.66404724121094,42.249018629483906,41.210037956141655,41.288616550299594,113016100,3.56,13.799386024475098,28.31999969482422
2010-05-12,42.44984436035156,42.4847689320445,41.82121872283099,41.8910645356264,85462400,3.56,14.178533554077148,25.520000457763672
2010-05-13,41.777549743652344,42.5982602976191,41.672779388252806,42.26648361983276,102844300,3.55,13.841828346252441,26.68000030517578
2010-05-14,40.97430419921875,41.48942982403268,40.49410313588802,41.463238068215034,147386100,3.44,13.423066139221191,31.239999771118164
2010-05-17,41.10527420043945,41.27116089000683,40.2234472433853,41.052887352401925,120969600,3.47,13.595662117004395,30.84000015258789
2010-05-18,40.53776550292969,41.54182520307347,40.35441651334906,41.45451378142304,153072100,3.38,13.222168922424316,33.54999923706055
2010-05-19,40.2147102355957,40.71237354168119,39.769430437147065,40.38932636850418,159000300,3.36,13.301392555236816,35.31999969482422
2010-05-20,38.721717834472656,39.53369552651256,38.63440976610701,39.428925178355925,189289800,3.25,12.905269622802734,45.790000915527344
2010-05-21,39.149532318115234,39.848006802486125,37.97085683390118,38.11928120469728,190631100,3.2,13.100499153137207,40.099998474121094
2010-05-24,38.99238204956055,39.5773568236182,38.97491976803453,39.132076971178996,113038000,3.23,12.905269622802734,38.31999969482422
2010-05-25,39.027313232421875,39.07969675529555,37.74386363257335,38.136756707077005,155643000,3.18,12.944880485534668,34.61000061035156
2010-05-26,38.59077072143555,39.78690904171599,38.52092157514062,39.297975009423325,140203200,3.21,12.967517852783203,35.02000045776367
2010-05-27,40.04881286621094,40.06627514240164,39.36780074771665,39.46384160147121,110671600,3.34,13.550390243530273,29.68000030517578
2010-05-28,39.81307601928711,40.15358539959318,39.46384049701284,40.118660848189194,128535300,3.31,13.332521438598633,32.06999969482422
2010-06-01,39.44639587402344,40.3806063933245,39.402741830527034,39.66466942209546,104242700,3.29,13.04957103729248,35.540000915527344
2010-06-02,40.380615234375,40.40680700008934,39.40275045748095,39.67340758477111,97249300,3.35,13.47116470336914,30.170000076293945
2010-06-03,40.7647590637207,40.8346081848071,40.23217450308925,40.49410204598443,98928400,3.39,13.632444381713867,29.459999084472656
2010-06-04,39.3678092956543,40.41552278046627,39.236843861081795,39.90039717805143,112849900,3.2,13.024110794067383,35.47999954223633
2010-06-07,38.65188217163086,39.69086311195954,38.60822812601187,39.5686304519903,88436600,3.17,12.54592227935791,36.56999969482422
2010-06-08,38.582027435302734,38.83522552597604,38.05817230271425,38.72172235936564,133030100,3.18,12.543092727661133,33.70000076293945
2010-06-09,38.25897979736328,39.21065241505864,38.145476641879604,38.85268399907723,101949200,3.2,12.39879035949707,33.72999954223633
2010-06-10,39.3503532409668,39.39400728253399,38.62568682529968,38.73045719117893,76892300,3.33,12.837361335754395,30.56999969482422
2010-06-11,39.72577667236328,39.760701231416675,38.94872355166628,38.94872355166628,74346800,3.24,13.021276473999023,28.790000915527344
2010-06-14,39.717044830322266,40.37186528588716,39.64719571637926,40.0924721607042,68085000,3.28,13.05240249633789,28.579999923706055
2010-06-15,40.7822151184082,40.83460195122592,39.682118273947296,39.92658349925218,76332600,3.32,13.703182220458984,25.8700008392334
2010-06-16,40.948116302490234,41.15765702995826,40.59887731592378,40.668726445473,78399700,3.27,13.754114151000977,25.920000076293945
2010-06-17,41.0790901184082,41.19259332094149,40.72112155404085,41.175131033583234,77111900,3.21,13.771089553833008,25.049999237060547
2010-06-18,41.11319351196289,41.4106082368021,40.99072921412942,41.156930284488865,75921400,3.24,13.73996639251709,23.950000762939453
2010-06-21,40.76329040527344,41.70802065675527,40.52711117930465,41.63803915505958,95488100,3.26,13.636228561401367,24.8799991607666
2010-06-22,40.448394775390625,41.23566686443502,40.369667232795926,40.93825207428867,94493400,3.18,13.369077682495117,27.049999237060547
2010-06-23,40.28217697143555,40.649573160659116,39.96726690550148,40.49211812769208,92397600,3.13,13.423076629638672,26.90999984741211
2010-06-24,39.66986846923828,40.22971066969112,39.538658112601595,40.10724299849957,114145900,3.14,13.06782054901123,29.739999771118164
2010-06-25,39.677738189697266,40.01956044549887,39.39726847501581,39.88808880397699,88740300,3.12,13.104764938354492,28.530000686645508
2010-06-28,39.53752517700195,39.92317041189385,39.27458509214545,39.67776011182306,71350000,3.05,13.195709228515625,29.0
2010-06-29,38.012447357177734,38.96779839337759,37.749507410513964,38.93273884223234,136384200,2.97,12.635824203491211,34.130001068115234
2010-06-30,37.43398666381836,38.27539602218316,37.37263410707074,37.88975090213186,101313200,2.97,12.422667503356934,34.540000915527344
2010-07-01,37.32881164550781,37.65310421155342,36.610107394561545,37.547928876734446,158695000,2.96,12.399931907653809,32.86000061035156
2010-07-02,37.223628997802734,37.53039172386853,36.89056993560061,37.390156857172315,78565300,3.0,12.334565162658691,30.1200008392334
2010-07-06,37.33757781982422,38.01245934665142,37.030815009204524,37.775812316974566,88591900,2.95,12.300460815429688,29.649999618530273
2010-07-07,38.52956771850586,38.57339048989619,37.42521849953909,37.460278054036614,72448400,3.0,12.956977844238281,26.84000015258789
2010-07-08,38.739925384521484,38.89769005129379,38.28416116311965,38.83633749682272,78264600,3.04,12.939924240112305,25.709999084472656
2010-07-09,39.10803985595703,39.11680641695455,38.63474920945562,38.72239475865056,47851200,3.07,13.124656677246094,24.979999542236328
2010-07-12,39.22199249267578,39.46740277244205,38.96781564950969,39.07299434952178,60927500,3.08,13.20423698425293,24.43000030517578
2010-07-13,39.730316162109375,39.879314192692945,39.26578561334378,39.563785017972705,93310500,3.15,13.499813079833984,24.559999465942383
2010-07-14,39.93192672729492,40.15104396568193,39.65145692963665,39.80921826528868,87687100,3.07,13.477075576782227,24.889999389648438
2010-07-15,39.96696853637695,40.089676954147016,39.43232547596014,39.85303002078424,95992500,3.0,13.457179069519043,25.139999389648438
2010-07-16,38.86263656616211,39.993282406884546,38.82757700285351,39.82675115290069,98831900,2.96,13.059289932250977,26.25
2010-07-19,39.195682525634766,39.27456484477165,38.65226950781936,38.97656534397261,81800800,2.99,13.41170883178711,25.969999313354492
2010-07-20,39.668983459472656,39.668983459472656,38.44192892770654,38.56463404653678,89061200,2.98,13.394659042358398,23.93000030517578
2010-07-21,39.12558364868164,40.10722819382142,39.05546785290395,40.089701752475435,83577000,2.9,13.124656677246094,25.639999389648438
2010-07-22,40.11598587036133,40.300043554897904,39.65145837792221,39.67775137758063,82890300,2.96,13.565181732177734,24.6299991607666
2010-07-23,40.37016677856445,40.40522300051467,39.774167540376425,39.84428332774104,81056100,3.02,13.670337677001953,23.469999313354492
2010-07-26,40.70321273803711,40.720742516488585,40.23868531119491,40.422742969740305,64850900,3.03,13.889174461364746,22.729999542236328
2010-07-27,40.685665130615234,40.94860834869892,40.501607552726185,40.87848926562009,67655600,3.08,13.769806861877441,23.190000534057617
2010-07-28,40.361392974853516,40.8259237745994,40.21239486376809,40.641862760925505,51988200,3.03,13.542442321777344,24.25
2010-07-29,40.063392639160156,40.67692153819882,39.66021774736405,40.5980392034158,85669500,3.03,13.209922790527344,24.1299991607666
2010-07-30,40.15103530883789,40.396445493010795,39.502446951928505,39.73033070305734,98958100,2.94,13.06782054901123,23.5
2010-08-02,40.904788970947266,41.009967612846985,40.50161420738571,40.65937882677283,68706800,2.99,13.26960563659668,22.010000228881836
2010-08-03,40.729515075683594,40.93110254236826,40.53669082778354,40.87851319926901,60856600,2.94,13.150235176086426,22.6299991607666
2010-08-04,41.1414680480957,41.18529418819769,40.7558227568397,40.913587499504665,43820600,2.98,13.272443771362305,22.209999084472656
2010-08-05,41.0450325012207,41.12391147771611,40.773325989483716,40.93985384563439,39150200,2.94,13.2383394241333,22.100000381469727
2010-08-06,40.98368835449219,41.06257069704822,40.36139617625226,40.59804320392037,71339200,2.86,13.241182327270508,21.739999771118164
2010-08-09,41.26416015625,41.3605689331409,41.00998335594482,41.19404103473254,26927600,2.86,13.326441764831543,22.139999389648438
2010-08-10,40.904788970947266,41.150202458584154,40.562966743429314,40.931085303153424,86694500,2.79,13.005290985107422,22.3700008392334
2010-08-11,39.79169464111328,40.24745558692531,39.62516338835123,40.22992914886358,92219700,2.72,12.493724822998047,25.389999389648438
2010-08-12,39.476158142089844,39.65145258227301,38.959041382454366,39.02915715244961,66000200,2.74,12.300460815429688,25.729999542236328
2010-08-13,39.195682525634766,39.49368202643382,39.18691596602908,39.327150828554345,46387300,2.68,12.218036651611328,26.239999771118164
2010-08-16,39.26580047607422,39.53750700014229,38.82756608829781,39.00286051210098,55472900,2.58,12.252145767211914,26.100000381469727
2010-08-17,39.76539993286133,40.12475211026014,39.467400321594205,39.54628266997268,56927100,2.64,12.422667503356934,24.329999923706055
2010-08-18,39.92314910888672,40.159796062022046,39.537504079775154,39.6865021557514,61835400,2.64,12.570456504821777,24.59000015258789
2010-08-19,39.31839370727539,39.84427368739768,39.05545371721424,39.68650902466832,82969500,2.58,12.388562202453613,26.440000534057617
2010-08-20,39.370994567871094,39.46740671411219,39.03793868162959,39.257055980008566,65806700,2.62,12.39140796661377,25.489999771118164
2010-08-23,38.98533630371094,39.73910009330172,38.96780652448051,39.61639498215225,69612200,2.6,12.257831573486328,25.65999984741211
2010-08-24,38.25785827636719,38.66979627225871,38.100093650378916,38.53832797957688,79095800,2.5,12.070253372192383,27.459999084472656
2010-08-25,38.625980377197266,38.79250824826094,37.924805994477616,37.98615854399914,87247900,2.54,12.169727325439453,26.700000762939453
2010-08-26,38.16145324707031,38.84509785715333,38.12639369181908,38.757452312488454,91199000,2.5,11.984991073608398,27.3700008392334
2010-08-27,38.625980377197266,38.70486270421967,37.66186601889065,38.441922728632704,109568800,2.66,12.249300003051758,24.450000762939453
2010-08-30,38.222808837890625,38.783748392683755,38.214042276648776,38.44192606044816,49373200,2.54,11.922466278076172,27.209999084472656
2010-08-31,38.091331481933594,38.43315376315306,37.84592129920433,38.0212157197808,72066900,2.47,11.700784683227539,26.049999237060547
2010-09-01,39.23075485229492,39.36222655269476,38.625992386077,38.65228538877128,83523100,2.58,12.036147117614746,23.889999389648438
2010-09-02,39.668983459472656,39.68651323980037,39.204455982911405,39.300868102981944,41816800,2.63,12.280564308166504,23.190000534057617
2010-09-03,40.326324462890625,40.33509102245738,39.92314965285384,40.107207282201564,64041100,2.72,12.51645565032959,21.309999465942383
2010-09-07,40.05461120605469,40.34384407308529,39.99325867839784,40.159786490114726,51195200,2.61,12.223724365234375,23.799999237060547
2010-09-08,40.53668212890625,40.711976558156316,40.15980027623072,40.168566836597954,66879800,2.66,12.169727325439453,23.25
2010-09-09,40.694454193115234,40.93110121418706,40.5980420722937,40.89604165325855,61476400,2.77,12.192460060119629,22.809999465942383
2010-09-10,40.843448638916016,40.90480119329175,40.536685867037335,40.73827330905239,66995700,2.81,12.041831970214844,21.989999771118164
2010-09-13,41.413169860839844,41.51834522907822,41.14146320413732,41.15899298942116,64523400,2.74,12.425512313842773,21.209999084472656
2010-09-14,41.588436126708984,41.807553278753325,41.26414367785283,41.36055241624392,91405800,2.68,12.655714988708496,21.559999465942383
2010-09-15,41.851383209228516,41.895205978451344,41.360559500929114,41.4832679356012,67108200,2.74,12.635824203491211,22.100000381469727
2010-09-16,42.017921447753906,42.0529810091768,41.667335863916456,41.77251120472131,66885800,2.77,12.738137245178223,21.719999313354492
2010-09-17,42.16023254394531,42.29200870904837,41.94938598797118,42.29200870904837,76372600,2.75,12.74666690826416,22.010000228881836
2010-09-20,42.89820098876953,42.98605178706069,42.26566451693514,42.318373655392584,84475000,2.72,12.85466194152832,21.5
2010-09-21,42.88942337036133,43.19690458358124,42.704934642429386,42.924565037956135,82272000,2.61,12.883082389831543,22.350000381469727
2010-09-22,42.77520751953125,43.06512120208055,42.538006329616366,42.713711287104424,88315900,2.56,12.68129825592041,22.510000228881836
2010-09-23,42.75762939453125,43.188106299376294,42.45014828485104,42.49407367890639,85040000,2.56,12.758038520812988,23.8700008392334
2010-09-24,43.627357482910156,43.653712043370426,43.17931319862543,43.24080940722741,79495900,2.62,13.326441764831543,21.709999084472656
2010-09-27,43.390167236328125,43.70643544611491,43.35502557939785,43.601013826616935,43859800,2.54,13.258237838745117,22.540000915527344
2010-09-28,43.37259292602539,43.52194328034319,42.68734742735897,43.495585364114994,104922900,2.48,13.491283416748047,22.600000381469727
2010-09-29,43.30232620239258,43.51316948889679,43.14419206186761,43.31110994295791,81679200,2.52,13.525392532348633,23.25
2010-09-30,43.10906982421875,43.78553209658179,42.827943081326985,43.52197619403265,122458600,2.53,13.44581127166748,23.700000762939453
2010-10-01,43.05632019042969,43.51315159168288,42.85426072759905,43.46922620433574,77675400,2.54,13.431599617004395,22.5
2010-10-04,42.590728759765625,43.09148582710547,42.34474377266369,42.93335166359877,71359900,2.5,13.246869087219238,23.530000686645508
2010-10-05,43.627357482910156,43.715208251972406,43.04753369374003,43.073888254200305,99301300,2.5,13.585073471069336,21.760000228881836
2010-10-06,43.2496223449707,43.67131235351253,42.968495672609485,43.57467443152069,81831200,2.41,13.377606391906738,21.489999771118164
2010-10-07,43.407737731933594,43.52194644043479,43.047544129392435,43.49558852229277,75693300,2.41,13.428760528564453,21.559999465942383
2010-10-08,43.70642852783203,43.81185013064284,43.117820948238325,43.42530201947499,83223900,2.41,13.55665111541748,20.709999084472656
2010-10-11,43.72401809692383,43.943648485183665,43.59223852345042,43.73280183788496,46880000,2.41,13.661809921264648,18.959999084472656
2010-10-12,44.02271270751953,44.110563516615585,43.27596742502886,43.65373193647029,88571700,2.44,13.758437156677246,18.93000030517578
2010-10-13,44.382896423339844,44.584955919935155,44.17204983703142,44.303829372385785,71122900,2.46,13.732861518859863,19.06999969482422
2010-10-14,44.29505920410156,44.488335036111046,44.07542879547045,44.40926795495208,68464000,2.52,13.698758125305176,19.8799991607666
2010-10-15,45.235084533691406,45.2438682762629,44.47955532335642,44.83974909208654,104654000,2.59,13.755593299865723,19.030000686645508
2010-10-18,45.068145751953125,45.43712647118164,45.068145751953125,45.24385069676227,72399400,2.52,13.661809921264648,19.09000015258789
2010-10-19,44.646461486816406,45.06815139639596,44.29505155318669,44.646461486816406,105739800,2.5,13.471391677856445,20.6299991607666
2010-10-20,44.97151184082031,45.30535093034418,44.69038524478759,44.769452309377634,80861400,2.51,13.562336921691895,19.790000915527344
2010-10-21,45.05936050415039,45.428337859732004,44.62009983248106,45.25263292080568,85885400,2.57,13.48276138305664,19.270000457763672
2010-10-22,45.36685562133789,45.41078103178934,44.98909105912623,45.06815813845644,47406900,2.59,13.74422550201416,18.780000686645508
2010-10-25,45.58647918701172,45.88517662508917,45.551337523404136,45.551337523404136,51413900,2.59,13.903386116027832,19.850000381469727
2010-10-26,45.70946502685547,45.81489000238325,45.17356646411478,45.35805849564189,60498300,2.67,13.84370231628418,20.219999313354492
2010-10-27,45.85001754760742,45.88515919786818,45.38440241117521,45.47225318553487,57483400,2.75,14.281379699707031,20.709999084472656
2010-10-28,45.94667434692383,46.078453914067985,45.542555256245684,46.043312249323726,61220000,2.69,14.287065505981445,20.8799991607666
2010-10-29,45.84123992919922,46.1135827281318,45.83245283981509,45.94666154276006,46668700,2.63,14.37516975402832,21.200000762939453
2010-11-01,45.87638854980469,46.342003819080205,45.66554193937637,46.00816474894086,60555600,2.66,14.329693794250488,21.829999923706055
2010-11-02,46.368350982666016,46.50013051204745,46.19264941188096,46.254145631914255,48137500,2.63,14.4263277053833,21.56999969482422
2010-11-03,46.57919692993164,46.59676775703122,45.999373040816,46.41227909942456,126225800,2.67,14.574114799499512,19.559999465942383
2010-11-04,47.15024948120117,47.317170718763755,47.00090242790172,47.08875324145507,84201000,2.53,15.028844833374023,18.520000457763672
2010-11-05,47.15024948120117,47.273245311987075,47.00968616873957,47.17660740630215,77937100,2.58,15.12547492980957,18.260000228881836
2010-11-08,47.21173095703125,47.29079799940862,46.95695900367168,47.07116769850397,39623500,2.6,15.122627258300781,18.290000915527344
2010-11-09,46.956966400146484,47.47529412597807,46.746119803497635,47.39622707114637,66828700,2.72,14.9606351852417,19.079999923706055
2010-11-10,47.19416809082031,47.23809348815144,46.64948243977669,47.01846315020279,83553700,2.65,14.946425437927246,18.469999313354492
2010-11-11,46.895469665527344,46.98332045825702,46.262933233736334,46.48256356685344,85163600,2.65,14.781584739685059,18.639999389648438
2010-11-12,46.13115310668945,46.88668197921096,45.779746588946736,46.64948082030587,99164300,2.76,14.775895118713379,20.610000610351562
2010-11-15,45.95545959472656,46.456216567710996,45.93788876305949,46.368362409375635,56723400,2.92,14.665059089660645,20.200000762939453
2010-11-16,45.199928283691406,45.902744758053664,44.672813414449735,45.63040190804747,101097000,2.85,14.454747200012207,22.579999923706055
